YOUR ADMISSION JOURNEY	ТВОЙ ПУТЬ К ПОСТУПЛЕНИЮ	ОҚУҒА ТҮСУ ЖОЛЫҢ
Your starting point. Your way forward.	Твоя ситуация. Твой путь к цели.	Өз жағдайың. Мақсатқа өз жолың.
First create an account. Then add your own profile to unlock your personal workspace.	Сначала создай аккаунт. Затем заполни свой профиль, чтобы открыть личный кабинет.	Алдымен аккаунт жаса. Содан кейін жеке кабинетке өту үшін профиліңді толтыр.
Just looking? Explore the demo	Пока присматриваешься? Открой демо	Әзірге танысқың келе ме? Демоны аш
Reset your password	Восстановить пароль	Құпиясөзді қалпына келтіру
Choose a new password	Выбери новый пароль	Жаңа құпиясөзді таңда
Welcome back	С возвращением	Қайта оралуыңмен
Use an email address you can access.	Укажи почту, к которой у тебя есть доступ.	Өзің кіре алатын электрондық поштаны көрсет.
Continue your admission journey.	Продолжи свой путь к поступлению.	Оқуға түсу жолыңды жалғастыр.
Registration is not open yet. Account setup is being completed. You can explore the demo meanwhile.	Регистрация ещё не открыта: подключение аккаунтов завершается. Пока можно посмотреть демо.	Тіркелу әлі ашылған жоқ: аккаунттарды қосу аяқталуда. Әзірге демоны көруге болады.
If an account exists for this email, password reset instructions will arrive shortly.	Если аккаунт с такой почтой существует, скоро придёт письмо для восстановления пароля.	Осы поштаға тіркелген аккаунт болса, құпиясөзді қалпына келтіру нұсқаулығы жақында келеді.
This reset link is incomplete. Request a new one.	Ссылка восстановления неполная. Запроси новую.	Қалпына келтіру сілтемесі толық емес. Жаңасын сұрат.
This reset link has expired or is invalid. Request a new one.	Ссылка восстановления недействительна или устарела. Запроси новую.	Қалпына келтіру сілтемесі жарамсыз немесе мерзімі өткен. Жаңасын сұрат.
Could not create the account. Check your details, or sign in if you already have an account.	Не удалось создать аккаунт. Проверь данные или войди, если уже зарегистрирован.	Аккаунт жасау мүмкін болмады. Деректерді тексер немесе бұрын тіркелсең, кір.
Could not sign in. Check your email and password, and verify your email if requested.	Не удалось войти. Проверь почту и пароль. Если пришло письмо подтверждения, подтверди почту.	Кіру мүмкін болмады. Пошта мен құпиясөзді тексер. Растау хаты келсе, поштаңды раста.
Check your inbox to verify your email, then sign in.	Подтверди почту по ссылке в письме, затем войди.	Хаттағы сілтемемен поштаңды растап, содан кейін кір.
The account service could not be reached. Please try again.	Сервис аккаунтов недоступен. Попробуй ещё раз.	Аккаунттар сервисі қолжетімсіз. Қайталап көр.
Email address	Электронная почта	Электрондық пошта
Password	Пароль	Құпиясөз
Hide password	Скрыть пароль	Құпиясөзді жасыру
Show password	Показать пароль	Құпиясөзді көрсету
Use at least 8 characters. A longer, unique password is better.	Не менее 8 символов. Лучше использовать длинный уникальный пароль.	Кемінде 8 таңба. Ұзын әрі бірегей құпиясөзді қолданған дұрыс.
Your admission profile is stored with your account.	Профиль поступления хранится в твоём аккаунте.	Оқуға түсу профилің аккаунтыңда сақталады.
Please wait…	Подожди…	Күте тұр…
Create account	Создать аккаунт	Аккаунт жасау
Send reset instructions	Отправить письмо восстановления	Қалпына келтіру хатын жіберу
Save new password	Сохранить новый пароль	Жаңа құпиясөзді сақтау
Already have an account? Sign in	Уже есть аккаунт? Войти	Аккаунтың бар ма? Кіру
New here? Create an account	Первый раз? Создать аккаунт	Алғаш рет келдің бе? Аккаунт жасау
Forgot your password?	Забыл пароль?	Құпиясөзіңді ұмыттың ба?
ACCOUNT CREATED · NEXT: YOUR PROFILE	АККАУНТ СОЗДАН · ТЕПЕРЬ ПРОФИЛЬ	АККАУНТ ЖАСАЛДЫ · ЕНДІ ПРОФИЛЬ
Complete these steps to open your personal workspace. Missing scores can stay unanswered.	Пройди эти шаги, чтобы открыть личный кабинет. Баллы ещё не сданных тестов можно не указывать.	Жеке кабинетке өту үшін осы қадамдарды аяқта. Әлі тапсырылмаған тесттердің балдарын бос қалдыруға болады.
Your profile could not be saved. Please try again.	Не удалось сохранить профиль. Попробуй ещё раз.	Профильді сақтау мүмкін болмады. Қайталап көр.
Saving your profile…	Сохраняем профиль…	Профиль сақталуда…
Profile saved to your account	Профиль сохранён в аккаунте	Профиль аккаунтта сақталды
Demo workspace · example data, not your personal account	Деморежим · пример с вымышленными данными	Деморежим · ойдан алынған деректер үлгісі
Enter your age and citizenship to continue.	Укажи возраст и гражданство, чтобы продолжить.	Жалғастыру үшін жасыңды және азаматтығыңды көрсет.
Your data in PathShift	Твои данные в PathShift	PathShift ішіндегі деректерің
Accounts use Neon Auth. Your email and sign-in credentials are handled by the authentication provider; your admission profile is stored in Neon Postgres and is accessible through your signed-in account.	Для аккаунтов используется Neon Auth: сервис обрабатывает почту и данные входа. Профиль поступления хранится в Neon Postgres и доступен после входа в твой аккаунт.	Аккаунттар Neon Auth арқылы жұмыс істейді: сервис пошта мен кіру деректерін өңдейді. Оқуға түсу профилі Neon Postgres базасында сақталады және аккаунтыңа кіргеннен кейін қолжетімді болады.
Profile drafts, comparison choices and saved scenarios are kept on this browser, separated by account. They do not automatically follow you to another device. The demo uses separate browser storage.	Черновики, выбранные сравнения и сохранённые сценарии хранятся в этом браузере отдельно для каждого аккаунта. Они не переносятся автоматически на другое устройство. У демо отдельное хранилище в браузере.	Жоба нұсқалары, салыстыру таңдаулары және сақталған сценарийлер осы браузерде әр аккаунт үшін бөлек сақталады. Олар басқа құрылғыға автоматты түрде көшірілмейді. Демоның браузерде бөлек сақтау орны бар.
The optional AI scenario composer sends the text you enter to CloseRouter. Your full admission profile is not included in that request. Do not enter identity documents or sensitive personal details in the composer.	Необязательный ИИ-конструктор сценариев отправляет введённый текст в CloseRouter. Полный профиль поступления в этот запрос не включается. Не вводи документы, удостоверяющие личность, или чувствительные личные сведения.	Қосымша ЖИ сценарий құрастырушысы енгізген мәтінді CloseRouter сервисіне жібереді. Сұрауға толық түсу профилің қосылмайды. Жеке бас құжаттарын немесе құпия жеке мәліметтерді енгізбе.
This is a hackathon prototype. Only provide information you are comfortable using in a prototype. You can edit your profile and export it from the workspace.	Это прототип для хакатона. Указывай только те сведения, которые готов использовать в прототипе. Профиль можно изменить и экспортировать из личного кабинета.	Бұл — хакатонға арналған прототип. Прототипте пайдалануға дайын мәліметтеріңді ғана енгіз. Профильді жеке кабинетте өзгертуге және экспорттауға болады.
Select your curriculum	Выбери школьную программу	Мектеп бағдарламасын таңда
Choose a direction	Выберите направление	Бағытты таңдаңыз
Try this in the demo	Попробовать в демо	Демода байқап көру
Explore	Изучить	Зерттеу
Plan	План	Жоспар
Calculated on	Дата расчёта	Есептеу күні
How this check is calculated	Как выполняется эта проверка	Бұл тексеру қалай есептеледі
Academic evidence	Подтверждение результатов учёбы	Оқу нәтижелерін растау
Valid	Действителен	Жарамды
Expired	Срок действия истёк	Мерзімі өткен
SAT status	Статус SAT	SAT мәртебесі
SAT score	Балл SAT	SAT балы
SAT test date	Дата сдачи SAT	SAT тапсыру күні
ACT status	Статус ACT	ACT мәртебесі
ACT score	Балл ACT	ACT балы
ACT test date	Дата сдачи ACT	ACT тапсыру күні
Enter a real profile value here. Future assumptions belong in the path cards.	Здесь укажите реальное значение из профиля. Будущие изменения проверяйте в карточках маршрутов.	Мұнда профильдегі нақты мәнді енгізіңіз. Болашақ өзгерістерді бағыт карточкаларында тексеріңіз.
Compare requirements, costs and deadlines side by side.	Сравни требования, стоимость и сроки в одной таблице.	Талаптарды, шығындар мен мерзімдерді бір кестеде салыстыр.
ONE LAST STEP	ОСТАЛСЯ ОДИН ШАГ	СОҢҒЫ БІР ҚАДАМ
Start with three details. Add grades and budget later to check your eligibility and costs.	Для начала ответь на три вопроса. Оценки и бюджет добавишь позже, чтобы проверить требования и расходы.	Алдымен үш сұраққа жауап бер. Талаптар мен шығындарды тексеру үшін бағалар мен бюджетті кейін қосасың.
Current focus: Computer Science in the US and Canada, Fall 2027.	Сейчас подбираем программы Computer Science в США и Канаде на осень 2027 года.	Қазір АҚШ пен Канададағы Computer Science бағдарламаларын 2027 жылдың күзіне қараймыз.
Choose at least one country.	Выбери хотя бы одну страну.	Кемінде бір елді таңда.
Choose where to study	Страна обучения	Оқитын ел
Show universities	Показать университеты	Университеттерді көрсету
No test scores or documents needed to start. This first list is for exploration, not a confirmation of eligibility.	Для начала не нужны баллы экзаменов и документы. Сначала ты увидишь список вузов; соответствие требованиям проверим после добавления результатов.	Бастау үшін емтихан балдары мен құжаттар қажет емес. Алдымен университеттер тізімін көресің; талаптарға сәйкестікті нәтижелерді қосқан соң тексереміз.
Start by choosing two universities	Начни с выбора двух университетов	Алдымен екі университет таңда
Open a university to read its requirements. Select two to compare costs and deadlines, then save the ones you like to build your plan.	Открой карточку вуза, чтобы узнать требования. Отметь два для сравнения стоимости и сроков. Сохрани понравившиеся — по ним появится план действий.	Талаптарын білу үшін университет карточкасын аш. Құны мен мерзімдерін салыстыру үшін екеуін белгіле. Ұнағандарын сақта — соларға арналған іс-қимыл жоспары пайда болады.
Missing grades are not a rejection. Add your results when you want a personal requirements check.	Если оценки ещё не указаны, это не отказ. Добавь результаты, когда захочешь проверить, каким требованиям ты соответствуешь.	Бағалар әлі енгізілмесе, бұл бас тарту емес. Қай талаптарға сай келетініңді тексергің келгенде нәтижелеріңді қос.
Add my grades and budget	Добавить оценки и бюджет	Бағалар мен бюджетті қосу
See requirements and next steps	Требования и что делать дальше	Талаптар мен келесі қадамдар
Checked requirements met	Проверенные требования выполнены	Тексерілген талаптар орындалған
A result needs improvement	Нужно улучшить результат	Нәтижені жақсарту керек
An alternative entry route exists	Есть другой маршрут поступления	Оқуға түсудің басқа жолы бар
Some requirements need clarification	Часть требований нужно уточнить	Кейбір талаптарды нақтылау керек
Which universities fit	Куда поступать	Қай университеттер сәйкес келеді
your grades and budget?	с твоими баллами и бюджетом?	балдарың мен бюджетіңе?
Compare universities, find the requirements you still need to meet, and get a list of next steps. Start with Computer Science in the US and Canada.	Сравни вузы, узнай, каких результатов не хватает, и получи список действий для поступления. Начни с Computer Science в США и Канаде.	Университеттерді салыстыр, қандай нәтижелер жетіспейтінін біл және оқуға түсуге арналған әрекеттер тізімін ал. АҚШ пен Канададағы Computer Science бағдарламаларынан баста.
Create an account, choose a country, and explore. Add scores and budget when you are ready.	Создай аккаунт, выбери страну и смотри вузы. Баллы и бюджет можно добавить позже.	Аккаунт аш, елді таңда және университеттерді қара. Балдар мен бюджетті кейін қосуға болады.
Find universities	Подобрать университеты	Университеттерді табу
PLAN YOUR UNIVERSITY APPLICATION	ПОНЯТНЫЙ ПЛАН ПОСТУПЛЕНИЯ	ОҚУҒА ТҮСУДІҢ ТҮСІНІКТІ ЖОСПАРЫ
From university search to a to-do list.	От выбора вуза — к списку действий.	Университет таңдаудан — іс-қимыл тізіміне.
Choose universities	Выбери университеты	Университеттерді таңда
Compare requirements, published costs and application dates in one place.	Сравни требования, опубликованную стоимость и сроки подачи в одном месте.	Талаптарды, жарияланған құнды және өтініш мерзімдерін бір жерден салыстыр.
Find what is missing	Узнай, чего не хватает	Не жетіспейтінін біл
Add your grades and test results. See which requirements you meet and what you need to improve.	Добавь оценки и баллы экзаменов. Узнай, какие требования уже выполнены и что нужно улучшить.	Бағаларың мен емтихан балдарын қос. Қай талаптар орындалғанын және нені жақсарту керегін біл.
Know what to do next	Получи следующие шаги	Келесі қадамдарды біл
Save universities to get tasks for tests, documents and deadlines. Mark your own progress.	Сохрани вузы, чтобы получить задачи по экзаменам, документам и срокам. Отмечай свой прогресс.	Емтихандар, құжаттар мен мерзімдер бойынша тапсырмалар алу үшін университеттерді сақта. Өз жетістігіңді белгіле.
Choose your first university. See your next step.	Выбери первый вуз. Узнай, что делать дальше.	Алғашқы университетті таңда. Келесі қадамыңды біл.
Read university requirements	Изучи требования вузов	Университет талаптарын қара
See an example	Посмотреть пример	Мысалды көру
Get an application checklist	Получи список задач для поступления	Оқуға түсу тапсырмаларының тізімін ал
Too many university tabs. Still no clear plan?	Десятки вкладок с вузами, а плана всё нет?	Университет сайттары көп, ал нақты жоспар әлі жоқ па?
One website lists test scores, another explains tuition, and deadlines are somewhere else. PathShift brings them together and connects them to your own situation.	На одном сайте — баллы экзаменов, на другом — стоимость, сроки приходится искать отдельно. PathShift собирает это вместе и помогает понять, что подходит именно тебе.	Бір сайтта емтихан балдары, екіншісінде оқу құны, ал мерзімдерді бөлек іздеу керек. PathShift осының бәрін біріктіріп, өзіңе не сәйкес келетінін түсінуге көмектеседі.
Universities	Университеты	Университеттер
Choose universities to compare.	Выбери университеты для сравнения.	Салыстыру үшін университеттерді таңда.
What can I improve?	Что можно улучшить?	Нені жақсартуға болады?
My application tasks	Мои задачи	Менің тапсырмаларым
See how a higher score changes the requirements you meet	Посмотри, что изменится, если повысить балл	Балды көтерсең, не өзгеретінін көр
Try a different test score in the scenario panel.	Укажи другой балл экзамена в блоке сценария.	Сценарий бөлімінде басқа емтихан балын көрсет.
Your actual results stay unchanged.	Твои настоящие результаты не изменятся.	Нақты нәтижелерің өзгермейді.
Keep your university choices and tasks together.	Сохрани выбранные вузы и задачи в одном месте.	Таңдаған университеттер мен тапсырмаларды бір жерде сақта.
Create an account, answer three short questions, and start comparing universities. You can add grades later.	Создай аккаунт, ответь на три коротких вопроса и сравнивай вузы. Оценки можно добавить позже.	Аккаунт аш, үш қысқа сұраққа жауап бер де, университеттерді салыстыр. Бағаларды кейін қосуға болады.
Explore a different score or budget	Что изменится с другим баллом или бюджетом?	Балл немесе бюджет өзгерсе не болады?
Your saved universities	Твои избранные университеты	Сақталған университеттерің
Compare universities side by side	Сравни университеты рядом	Университеттерді қатар салыстыр
Your application checklist	Твой список задач для поступления	Оқуға түсуге арналған тапсырмаларың
Save universities here to get their application tasks. Compare selections are separate.	Сохраняй вузы, чтобы получить задачи для поступления. Выбор для сравнения хранится отдельно.	Оқуға түсу тапсырмаларын алу үшін университеттерді сақта. Салыстыруға таңдалғандар бөлек сақталады.
Complete these tasks for your saved universities. Enter real scores in your profile; checking a task does not change admission requirements.	Выполняй задачи для избранных вузов. Настоящие баллы вноси в профиль: отметка о задаче не меняет требования к поступлению.	Сақталған университеттерге арналған тапсырмаларды орында. Нақты балдарды профильге енгіз: тапсырманы белгілеу қабылдау талаптарын өзгертпейді.
Edit your details	Изменить данные профиля	Профиль деректерін өзгерту
Choose your study destination. Add grades and budget later to check requirements and costs.	Выбери, где хочешь учиться. Баллы и бюджет можно добавить позже для проверки требований и расходов.	Қайда оқығың келетінін таңда. Талаптар мен шығындарды тексеру үшін балдар мен бюджетті кейін қосуға болады.
No verified dates to export. Save a university with published deadlines first.	Пока нет подтверждённых дат для экспорта. Сначала сохрани вуз с опубликованными сроками.	Экспорттауға расталған күндер жоқ. Алдымен мерзімдері жарияланған университетті сақта.
Outside your study preferences. Update your profile to include this university in your task plan.	Вне выбранных условий обучения. Измени предпочтения в профиле, чтобы включить вуз в план задач.	Таңдалған оқу шарттарына сай емес. Бұл университетті тапсырмалар жоспарына қосу үшін профильдегі таңдауыңды өзгерт.
Requirements and details to complete	Есть невыполненные требования и пробелы	Орындалмаған талаптар мен жетіспейтін деректер бар
Assumed test date (optional)	Дата экзамена в сценарии (необязательно)	Сценарийдегі емтихан күні (міндетті емес)
Used only for this scenario. Leave blank to keep your recorded date; missing dates remain unknown.	Только для сценария. Оставь пустым, чтобы использовать дату из профиля. Если её нет, срок останется неизвестным.	Тек осы сценарий үшін. Профильдегі күнді сақтау үшін бос қалдыр. Күн көрсетілмесе, мерзім белгісіз болып қалады.
Open a university to check requirements. Use Compare to see differences, or save it to get application tasks.	Открой вуз, чтобы посмотреть требования. Сравни варианты или сохрани вуз, чтобы получить задачи для поступления.	Талаптарды көру үшін университетті аш. Нұсқаларды салыстыр немесе оқуға түсу тапсырмаларын алу үшін университетті сақта.
